DATE,REGION,AGEGROUP,SEX,BRAND,DOSE,COUNT
2021-05-07,,65-74,F,Moderna,A,1
2021-05-07,,65-74,F,Pfizer-BioNTech,A,6
2021-05-07,,65-74,F,Pfizer-BioNTech,B,8
2021-05-07,,65-74,M,AstraZeneca-Oxford,A,1
2021-05-07,,65-74,M,Johnson&Johnson,C,4
2021-05-07,,65-74,M,Moderna,A,1
2021-05-07,,65-74,M,Moderna,B,3
2021-05-07,,65-74,M,Pfizer-BioNTech,A,9
2021-05-07,,65-74,M,Pfizer-BioNTech,B,9
2021-05-07,,75-84,F,Pfizer-BioNTech,A,1
2021-05-07,,75-84,F,Pfizer-BioNTech,B,7
2021-05-07,,75-84,M,AstraZeneca-Oxford,A,1
2021-05-07,,75-84,M,Johnson&Johnson,C,1
2021-05-07,,75-84,M,Moderna,B,2
2021-05-07,,75-84,M,Pfizer-BioNTech,A,3
2021-05-07,,75-84,M,Pfizer-BioNTech,B,3
2021-05-07,,85+,F,Pfizer-BioNTech,B,1
2021-05-07,,85+,M,Johnson&Johnson,C,1
2021-05-07,,85+,M,Pfizer-BioNTech,A,1
2021-05-07,,85+,M,Pfizer-BioNTech,B,3
2021-05-07,Ostbelgien,18-24,F,AstraZeneca-Oxford,B,1
2021-05-07,Ostbelgien,18-24,F,Moderna,A,2
2021-05-07,Ostbelgien,18-24,F,Pfizer-BioNTech,A,5
2021-05-07,Ostbelgien,18-24,F,Pfizer-BioNTech,B,1
2021-05-07,Ostbelgien,18-24,M,Moderna,A,3
2021-05-07,Ostbelgien,18-24,M,Moderna,B,1
2021-05-07,Ostbelgien,18-24,M,Pfizer-BioNTech,A,3
2021-05-07,Ostbelgien,18-24,M,Pfizer-BioNTech,B,1
2021-05-07,Ostbelgien,25-34,F,Moderna,A,2
2021-05-07,Ostbelgien,25-34,F,Pfizer-BioNTech,A,8
2021-05-07,Ostbelgien,25-34,F,Pfizer-BioNTech,B,4
2021-05-07,Ostbelgien,25-34,M,AstraZeneca-Oxford,B,1
2021-05-07,Ostbelgien,25-34,M,Pfizer-BioNTech,A,10
2021-05-07,Ostbelgien,35-44,F,AstraZeneca-Oxford,A,1
2021-05-07,Ostbelgien,35-44,F,Moderna,A,2
2021-05-07,Ostbelgien,35-44,F,Moderna,B,1
2021-05-07,Ostbelgien,35-44,F,Pfizer-BioNTech,A,35
2021-05-07,Ostbelgien,35-44,F,Pfizer-BioNTech,B,2
2021-05-07,Ostbelgien,35-44,M,AstraZeneca-Oxford,A,1
2021-05-07,Ostbelgien,35-44,M,AstraZeneca-Oxford,B,1
2021-05-07,Ostbelgien,35-44,M,Johnson&Johnson,C,3
2021-05-07,Ostbelgien,35-44,M,Moderna,A,1
2021-05-07,Ostbelgien,35-44,M,Pfizer-BioNTech,A,29
2021-05-07,Ostbelgien,45-54,F,AstraZeneca-Oxford,B,1
2021-05-07,Ostbelgien,45-54,F,Moderna,A,30
2021-05-07,Ostbelgien,45-54,F,Moderna,B,2
2021-05-07,Ostbelgien,45-54,F,Pfizer-BioNTech,A,211
2021-05-07,Ostbelgien,45-54,M,Johnson&Johnson,C,2
2021-05-07,Ostbelgien,45-54,M,Moderna,A,64
2021-05-07,Ostbelgien,45-54,M,Pfizer-BioNTech,A,267
2021-05-07,Ostbelgien,45-54,M,Pfizer-BioNTech,B,1
2021-05-07,Ostbelgien,55-64,F,AstraZeneca-Oxford,A,110
2021-05-07,Ostbelgien,55-64,F,Moderna,A,11
2021-05-07,Ostbelgien,55-64,F,Moderna,B,2
2021-05-07,Ostbelgien,55-64,F,Pfizer-BioNTech,A,48
2021-05-07,Ostbelgien,55-64,F,Pfizer-BioNTech,B,1
2021-05-07,Ostbelgien,55-64,M,AstraZeneca-Oxford,A,136
2021-05-07,Ostbelgien,55-64,M,Moderna,A,14
2021-05-07,Ostbelgien,55-64,M,Moderna,B,1
2021-05-07,Ostbelgien,55-64,M,Pfizer-BioNTech,A,60
2021-05-07,Ostbelgien,65-74,F,AstraZeneca-Oxford,A,7
2021-05-07,Ostbelgien,65-74,F,Pfizer-BioNTech,A,1
2021-05-07,Ostbelgien,65-74,F,Pfizer-BioNTech,B,24
2021-05-07,Ostbelgien,65-74,M,AstraZeneca-Oxford,A,8
2021-05-07,Ostbelgien,65-74,M,Pfizer-BioNTech,A,2
2021-05-07,Ostbelgien,65-74,M,Pfizer-BioNTech,B,35
2021-05-07,Ostbelgien,75-84,F,AstraZeneca-Oxford,A,1
2021-05-07,Ostbelgien,75-84,F,Pfizer-BioNTech,B,23
2021-05-07,Ostbelgien,75-84,M,AstraZeneca-Oxford,A,4
2021-05-07,Ostbelgien,75-84,M,Pfizer-BioNTech,A,1
2021-05-07,Ostbelgien,75-84,M,Pfizer-BioNTech,B,16
2021-05-07,Ostbelgien,85+,F,AstraZeneca-Oxford,A,8
2021-05-07,Ostbelgien,85+,F,Pfizer-BioNTech,A,2
2021-05-07,Ostbelgien,85+,F,Pfizer-BioNTech,B,1
2021-05-07,Ostbelgien,85+,M,Pfizer-BioNTech,A,1
2021-05-07,Ostbelgien,85+,M,Pfizer-BioNTech,B,1
2021-05-07,Wallonia,12-15,M,Pfizer-BioNTech,B,2
2021-05-07,Wallonia,16-17,F,Johnson&Johnson,C,1
2021-05-07,Wallonia,16-17,F,Pfizer-BioNTech,A,19
2021-05-07,Wallonia,16-17,F,Pfizer-BioNTech,B,4
2021-05-07,Wallonia,16-17,M,Pfizer-BioNTech,A,5
2021-05-07,Wallonia,16-17,M,Pfizer-BioNTech,B,6
2021-05-07,Wallonia,18-24,F,AstraZeneca-Oxford,A,2
2021-05-07,Wallonia,18-24,F,AstraZeneca-Oxford,B,4
2021-05-07,Wallonia,18-24,F,Johnson&Johnson,C,17
2021-05-07,Wallonia,18-24,F,Moderna,A,14
2021-05-07,Wallonia,18-24,F,Moderna,B,5
2021-05-07,Wallonia,18-24,F,Pfizer-BioNTech,A,340
2021-05-07,Wallonia,18-24,F,Pfizer-BioNTech,B,100
2021-05-07,Wallonia,18-24,M,AstraZeneca-Oxford,B,2
2021-05-07,Wallonia,18-24,M,Johnson&Johnson,C,11
2021-05-07,Wallonia,18-24,M,Moderna,A,14
2021-05-07,Wallonia,18-24,M,Moderna,B,7
2021-05-07,Wallonia,18-24,M,Pfizer-BioNTech,A,145
2021-05-07,Wallonia,18-24,M,Pfizer-BioNTech,B,38
2021-05-07,Wallonia,25-34,F,AstraZeneca-Oxford,A,4
2021-05-07,Wallonia,25-34,F,AstraZeneca-Oxford,B,16
2021-05-07,Wallonia,25-34,F,Johnson&Johnson,C,30
2021-05-07,Wallonia,25-34,F,Moderna,A,26
2021-05-07,Wallonia,25-34,F,Moderna,B,22
2021-05-07,Wallonia,25-34,F,Pfizer-BioNTech,A,397
2021-05-07,Wallonia,25-34,F,Pfizer-BioNTech,B,227
2021-05-07,Wallonia,25-34,M,AstraZeneca-Oxford,A,3
2021-05-07,Wallonia,25-34,M,AstraZeneca-Oxford,B,5
2021-05-07,Wallonia,25-34,M,Johnson&Johnson,C,38
2021-05-07,Wallonia,25-34,M,Moderna,A,16
2021-05-07,Wallonia,25-34,M,Moderna,B,10
2021-05-07,Wallonia,25-34,M,Pfizer-BioNTech,A,246
2021-05-07,Wallonia,25-34,M,Pfizer-BioNTech,B,102
2021-05-07,Wallonia,35-44,F,AstraZeneca-Oxford,A,143
2021-05-07,Wallonia,35-44,F,AstraZeneca-Oxford,B,20
2021-05-07,Wallonia,35-44,F,Johnson&Johnson,C,165
2021-05-07,Wallonia,35-44,F,Moderna,A,259
2021-05-07,Wallonia,35-44,F,Moderna,B,25
2021-05-07,Wallonia,35-44,F,Other,A,1
2021-05-07,Wallonia,35-44,F,Pfizer-BioNTech,A,1263
2021-05-07,Wallonia,35-44,F,Pfizer-BioNTech,B,247
2021-05-07,Wallonia,35-44,M,AstraZeneca-Oxford,A,172
2021-05-07,Wallonia,35-44,M,AstraZeneca-Oxford,B,3
2021-05-07,Wallonia,35-44,M,Johnson&Johnson,C,180
2021-05-07,Wallonia,35-44,M,Moderna,A,273
2021-05-07,Wallonia,35-44,M,Moderna,B,18
2021-05-07,Wallonia,35-44,M,Other,A,1
2021-05-07,Wallonia,35-44,M,Pfizer-BioNTech,A,1136
2021-05-07,Wallonia,35-44,M,Pfizer-BioNTech,B,124
2021-05-07,Wallonia,45-54,F,AstraZeneca-Oxford,A,1335
2021-05-07,Wallonia,45-54,F,AstraZeneca-Oxford,B,21
2021-05-07,Wallonia,45-54,F,Johnson&Johnson,C,443
2021-05-07,Wallonia,45-54,F,Moderna,A,411
2021-05-07,Wallonia,45-54,F,Moderna,B,39
2021-05-07,Wallonia,45-54,F,Pfizer-BioNTech,A,2491
2021-05-07,Wallonia,45-54,F,Pfizer-BioNTech,B,290
2021-05-07,Wallonia,45-54,M,AstraZeneca-Oxford,A,1659
2021-05-07,Wallonia,45-54,M,AstraZeneca-Oxford,B,5
2021-05-07,Wallonia,45-54,M,Johnson&Johnson,C,562
2021-05-07,Wallonia,45-54,M,Moderna,A,482
2021-05-07,Wallonia,45-54,M,Moderna,B,25
2021-05-07,Wallonia,45-54,M,Pfizer-BioNTech,A,2777
2021-05-07,Wallonia,45-54,M,Pfizer-BioNTech,B,171
2021-05-07,Wallonia,55-64,F,AstraZeneca-Oxford,A,1143
2021-05-07,Wallonia,55-64,F,AstraZeneca-Oxford,B,7
2021-05-07,Wallonia,55-64,F,Johnson&Johnson,C,349
2021-05-07,Wallonia,55-64,F,Moderna,A,137
2021-05-07,Wallonia,55-64,F,Moderna,B,126
2021-05-07,Wallonia,55-64,F,Other,A,1
2021-05-07,Wallonia,55-64,F,Pfizer-BioNTech,A,2488
2021-05-07,Wallonia,55-64,F,Pfizer-BioNTech,B,401
2021-05-07,Wallonia,55-64,M,AstraZeneca-Oxford,A,1386
2021-05-07,Wallonia,55-64,M,AstraZeneca-Oxford,B,9
2021-05-07,Wallonia,55-64,M,Johnson&Johnson,C,457
2021-05-07,Wallonia,55-64,M,Moderna,A,141
2021-05-07,Wallonia,55-64,M,Moderna,B,125
2021-05-07,Wallonia,55-64,M,Pfizer-BioNTech,A,2563
2021-05-07,Wallonia,55-64,M,Pfizer-BioNTech,B,330
2021-05-07,Wallonia,65-74,F,AstraZeneca-Oxford,A,203
2021-05-07,Wallonia,65-74,F,AstraZeneca-Oxford,B,4
2021-05-07,Wallonia,65-74,F,Johnson&Johnson,C,110
2021-05-07,Wallonia,65-74,F,Moderna,A,29
2021-05-07,Wallonia,65-74,F,Moderna,B,353
2021-05-07,Wallonia,65-74,F,Other,A,1
2021-05-07,Wallonia,65-74,F,Pfizer-BioNTech,A,894
2021-05-07,Wallonia,65-74,F,Pfizer-BioNTech,B,1663
2021-05-07,Wallonia,65-74,M,AstraZeneca-Oxford,A,214
2021-05-07,Wallonia,65-74,M,AstraZeneca-Oxford,B,4
2021-05-07,Wallonia,65-74,M,Johnson&Johnson,C,90
2021-05-07,Wallonia,65-74,M,Moderna,A,21
2021-05-07,Wallonia,65-74,M,Moderna,B,274
2021-05-07,Wallonia,65-74,M,Pfizer-BioNTech,A,759
2021-05-07,Wallonia,65-74,M,Pfizer-BioNTech,B,1476
2021-05-07,Wallonia,75-84,F,AstraZeneca-Oxford,A,51
2021-05-07,Wallonia,75-84,F,Johnson&Johnson,C,54
2021-05-07,Wallonia,75-84,F,Moderna,A,13
2021-05-07,Wallonia,75-84,F,Moderna,B,78
2021-05-07,Wallonia,75-84,F,Pfizer-BioNTech,A,195
2021-05-07,Wallonia,75-84,F,Pfizer-BioNTech,B,2192
2021-05-07,Wallonia,75-84,M,AstraZeneca-Oxford,A,31
2021-05-07,Wallonia,75-84,M,Johnson&Johnson,C,27
2021-05-07,Wallonia,75-84,M,Moderna,A,5
2021-05-07,Wallonia,75-84,M,Moderna,B,27
2021-05-07,Wallonia,75-84,M,Pfizer-BioNTech,A,106
2021-05-07,Wallonia,75-84,M,Pfizer-BioNTech,B,1445
2021-05-07,Wallonia,85+,F,AstraZeneca-Oxford,A,20
2021-05-07,Wallonia,85+,F,AstraZeneca-Oxford,B,1
2021-05-07,Wallonia,85+,F,Johnson&Johnson,C,53
2021-05-07,Wallonia,85+,F,Moderna,A,3
2021-05-07,Wallonia,85+,F,Moderna,B,14
2021-05-07,Wallonia,85+,F,Pfizer-BioNTech,A,66
2021-05-07,Wallonia,85+,F,Pfizer-BioNTech,B,844
2021-05-07,Wallonia,85+,M,AstraZeneca-Oxford,A,15
2021-05-07,Wallonia,85+,M,Johnson&Johnson,C,20
2021-05-07,Wallonia,85+,M,Moderna,A,3
2021-05-07,Wallonia,85+,M,Moderna,B,11
2021-05-07,Wallonia,85+,M,Pfizer-BioNTech,A,32
2021-05-07,Wallonia,85+,M,Pfizer-BioNTech,B,503
2021-05-08,Brussels,12-15,F,Pfizer-BioNTech,A,1
2021-05-08,Brussels,16-17,M,Pfizer-BioNTech,A,1
2021-05-08,Brussels,18-24,F,Moderna,A,4
2021-05-08,Brussels,18-24,F,Pfizer-BioNTech,A,45
2021-05-08,Brussels,18-24,F,Pfizer-BioNTech,B,4
2021-05-08,Brussels,18-24,M,AstraZeneca-Oxford,A,2
2021-05-08,Brussels,18-24,M,Moderna,A,2
2021-05-08,Brussels,18-24,M,Pfizer-BioNTech,A,35
2021-05-08,Brussels,18-24,M,Pfizer-BioNTech,B,3
2021-05-08,Brussels,25-34,F,AstraZeneca-Oxford,A,6
2021-05-08,Brussels,25-34,F,AstraZeneca-Oxford,B,10
2021-05-08,Brussels,25-34,F,Moderna,A,7
2021-05-08,Brussels,25-34,F,Pfizer-BioNTech,A,173
2021-05-08,Brussels,25-34,F,Pfizer-BioNTech,B,15
2021-05-08,Brussels,25-34,M,AstraZeneca-Oxford,A,4
2021-05-08,Brussels,25-34,M,AstraZeneca-Oxford,B,5
2021-05-08,Brussels,25-34,M,Moderna,A,6
2021-05-08,Brussels,25-34,M,Moderna,B,1
2021-05-08,Brussels,25-34,M,Pfizer-BioNTech,A,100
2021-05-08,Brussels,25-34,M,Pfizer-BioNTech,B,12
2021-05-08,Brussels,35-44,F,AstraZeneca-Oxford,A,25
2021-05-08,Brussels,35-44,F,AstraZeneca-Oxford,B,18
2021-05-08,Brussels,35-44,F,Moderna,A,13
2021-05-08,Brussels,35-44,F,Moderna,B,1
2021-05-08,Brussels,35-44,F,Pfizer-BioNTech,A,236
2021-05-08,Brussels,35-44,F,Pfizer-BioNTech,B,19
2021-05-08,Brussels,35-44,M,AstraZeneca-Oxford,A,31
2021-05-08,Brussels,35-44,M,AstraZeneca-Oxford,B,17
2021-05-08,Brussels,35-44,M,Moderna,A,8
2021-05-08,Brussels,35-44,M,Moderna,B,1
2021-05-08,Brussels,35-44,M,Pfizer-BioNTech,A,176
2021-05-08,Brussels,35-44,M,Pfizer-BioNTech,B,16
2021-05-08,Brussels,45-54,F,AstraZeneca-Oxford,A,80
2021-05-08,Brussels,45-54,F,AstraZeneca-Oxford,B,34
2021-05-08,Brussels,45-54,F,Johnson&Johnson,C,1
2021-05-08,Brussels,45-54,F,Moderna,A,11
2021-05-08,Brussels,45-54,F,Pfizer-BioNTech,A,2138
2021-05-08,Brussels,45-54,F,Pfizer-BioNTech,B,29
2021-05-08,Brussels,45-54,M,AstraZeneca-Oxford,A,88
2021-05-08,Brussels,45-54,M,AstraZeneca-Oxford,B,16
2021-05-08,Brussels,45-54,M,Moderna,A,10
2021-05-08,Brussels,45-54,M,Moderna,B,1
2021-05-08,Brussels,45-54,M,Pfizer-BioNTech,A,2042
2021-05-08,Brussels,45-54,M,Pfizer-BioNTech,B,19
2021-05-08,Brussels,55-64,F,AstraZeneca-Oxford,A,30
2021-05-08,Brussels,55-64,F,AstraZeneca-Oxford,B,2
2021-05-08,Brussels,55-64,F,Moderna,A,2
2021-05-08,Brussels,55-64,F,Pfizer-BioNTech,A,648
2021-05-08,Brussels,55-64,F,Pfizer-BioNTech,B,40
2021-05-08,Brussels,55-64,M,AstraZeneca-Oxford,A,35
2021-05-08,Brussels,55-64,M,AstraZeneca-Oxford,B,1
2021-05-08,Brussels,55-64,M,Moderna,A,6
2021-05-08,Brussels,55-64,M,Pfizer-BioNTech,A,686
2021-05-08,Brussels,55-64,M,Pfizer-BioNTech,B,26
2021-05-08,Brussels,65-74,F,AstraZeneca-Oxford,A,5
2021-05-08,Brussels,65-74,F,AstraZeneca-Oxford,B,1
2021-05-08,Brussels,65-74,F,Pfizer-BioNTech,A,126
2021-05-08,Brussels,65-74,F,Pfizer-BioNTech,B,181
2021-05-08,Brussels,65-74,M,AstraZeneca-Oxford,A,4
2021-05-08,Brussels,65-74,M,Pfizer-BioNTech,A,87
2021-05-08,Brussels,65-74,M,Pfizer-BioNTech,B,120
2021-05-08,Brussels,75-84,F,AstraZeneca-Oxford,A,2
2021-05-08,Brussels,75-84,F,Pfizer-BioNTech,A,71
2021-05-08,Brussels,75-84,F,Pfizer-BioNTech,B,39
2021-05-08,Brussels,75-84,M,AstraZeneca-Oxford,A,1
2021-05-08,Brussels,75-84,M,Pfizer-BioNTech,A,34
2021-05-08,Brussels,75-84,M,Pfizer-BioNTech,B,20
2021-05-08,Brussels,85+,F,Pfizer-BioNTech,A,26
2021-05-08,Brussels,85+,F,Pfizer-BioNTech,B,9
2021-05-08,Brussels,85+,M,AstraZeneca-Oxford,A,1
2021-05-08,Brussels,85+,M,Johnson&Johnson,C,1
2021-05-08,Brussels,85+,M,Pfizer-BioNTech,A,12
2021-05-08,Brussels,85+,M,Pfizer-BioNTech,B,9
2021-05-08,Flanders,12-15,F,Pfizer-BioNTech,A,6
2021-05-08,Flanders,12-15,F,Pfizer-BioNTech,B,1
2021-05-08,Flanders,12-15,M,Pfizer-BioNTech,A,2
2021-05-08,Flanders,16-17,F,Moderna,A,1
2021-05-08,Flanders,16-17,F,Moderna,B,1
2021-05-08,Flanders,16-17,F,Pfizer-BioNTech,A,26
2021-05-08,Flanders,16-17,F,Pfizer-BioNTech,B,2
2021-05-08,Flanders,16-17,M,Pfizer-BioNTech,A,11
2021-05-08,Flanders,16-17,M,Pfizer-BioNTech,B,2
2021-05-08,Flanders,18-24,F,AstraZeneca-Oxford,A,3
2021-05-08,Flanders,18-24,F,AstraZeneca-Oxford,B,12
2021-05-08,Flanders,18-24,F,Johnson&Johnson,C,4
2021-05-08,Flanders,18-24,F,Moderna,A,7
2021-05-08,Flanders,18-24,F,Moderna,B,1
2021-05-08,Flanders,18-24,F,Pfizer-BioNTech,A,144
2021-05-08,Flanders,18-24,F,Pfizer-BioNTech,B,24
2021-05-08,Flanders,18-24,M,AstraZeneca-Oxford,A,3
2021-05-08,Flanders,18-24,M,AstraZeneca-Oxford,B,4
2021-05-08,Flanders,18-24,M,Johnson&Johnson,C,4
2021-05-08,Flanders,18-24,M,Moderna,A,3
2021-05-08,Flanders,18-24,M,Moderna,B,2
2021-05-08,Flanders,18-24,M,Pfizer-BioNTech,A,113
2021-05-08,Flanders,18-24,M,Pfizer-BioNTech,B,24
2021-05-08,Flanders,25-34,F,AstraZeneca-Oxford,A,3
2021-05-08,Flanders,25-34,F,AstraZeneca-Oxford,B,35
2021-05-08,Flanders,25-34,F,Johnson&Johnson,C,6
2021-05-08,Flanders,25-34,F,Moderna,A,6
2021-05-08,Flanders,25-34,F,Moderna,B,6
2021-05-08,Flanders,25-34,F,Pfizer-BioNTech,A,274
2021-05-08,Flanders,25-34,F,Pfizer-BioNTech,B,58
2021-05-08,Flanders,25-34,M,AstraZeneca-Oxford,A,2
2021-05-08,Flanders,25-34,M,AstraZeneca-Oxford,B,9
2021-05-08,Flanders,25-34,M,Johnson&Johnson,C,9
2021-05-08,Flanders,25-34,M,Moderna,A,5
2021-05-08,Flanders,25-34,M,Moderna,B,9
2021-05-08,Flanders,25-34,M,Pfizer-BioNTech,A,190
2021-05-08,Flanders,25-34,M,Pfizer-BioNTech,B,40
2021-05-08,Flanders,35-44,F,AstraZeneca-Oxford,A,117
2021-05-08,Flanders,35-44,F,AstraZeneca-Oxford,B,72
2021-05-08,Flanders,35-44,F,Johnson&Johnson,C,5
2021-05-08,Flanders,35-44,F,Moderna,A,13
2021-05-08,Flanders,35-44,F,Moderna,B,21
2021-05-08,Flanders,35-44,F,Other,A,1
2021-05-08,Flanders,35-44,F,Pfizer-BioNTech,A,271
2021-05-08,Flanders,35-44,F,Pfizer-BioNTech,B,57
2021-05-08,Flanders,35-44,M,AstraZeneca-Oxford,A,114
2021-05-08,Flanders,35-44,M,AstraZeneca-Oxford,B,14
2021-05-08,Flanders,35-44,M,Johnson&Johnson,C,10
2021-05-08,Flanders,35-44,M,Moderna,A,14
2021-05-08,Flanders,35-44,M,Moderna,B,22
2021-05-08,Flanders,35-44,M,Pfizer-BioNTech,A,237
2021-05-08,Flanders,35-44,M,Pfizer-BioNTech,B,43
2021-05-08,Flanders,45-54,F,AstraZeneca-Oxford,A,1588
2021-05-08,Flanders,45-54,F,AstraZeneca-Oxford,B,72
2021-05-08,Flanders,45-54,F,Johnson&Johnson,C,19
2021-05-08,Flanders,45-54,F,Moderna,A,28
2021-05-08,Flanders,45-54,F,Moderna,B,24
2021-05-08,Flanders,45-54,F,Other,B,1
2021-05-08,Flanders,45-54,F,Pfizer-BioNTech,A,445
2021-05-08,Flanders,45-54,F,Pfizer-BioNTech,B,61
2021-05-08,Flanders,45-54,M,AstraZeneca-Oxford,A,1930
2021-05-08,Flanders,45-54,M,AstraZeneca-Oxford,B,19
2021-05-08,Flanders,45-54,M,Johnson&Johnson,C,31
2021-05-08,Flanders,45-54,M,Moderna,A,35
2021-05-08,Flanders,45-54,M,Moderna,B,30
2021-05-08,Flanders,45-54,M,Other,A,1
2021-05-08,Flanders,45-54,M,Pfizer-BioNTech,A,436
2021-05-08,Flanders,45-54,M,Pfizer-BioNTech,B,57
2021-05-08,Flanders,55-64,F,AstraZeneca-Oxford,A,2417
2021-05-08,Flanders,55-64,F,AstraZeneca-Oxford,B,8
2021-05-08,Flanders,55-64,F,Johnson&Johnson,C,9
2021-05-08,Flanders,55-64,F,Moderna,A,193
2021-05-08,Flanders,55-64,F,Moderna,B,37
2021-05-08,Flanders,55-64,F,Pfizer-BioNTech,A,13431
2021-05-08,Flanders,55-64,F,Pfizer-BioNTech,B,83
2021-05-08,Flanders,55-64,M,AstraZeneca-Oxford,A,2710
2021-05-08,Flanders,55-64,M,AstraZeneca-Oxford,B,3
2021-05-08,Flanders,55-64,M,Johnson&Johnson,C,17
2021-05-08,Flanders,55-64,M,Moderna,A,186
2021-05-08,Flanders,55-64,M,Moderna,B,35
2021-05-08,Flanders,55-64,M,Other,B,1
2021-05-08,Flanders,55-64,M,Pfizer-BioNTech,A,15987
2021-05-08,Flanders,55-64,M,Pfizer-BioNTech,B,72
2021-05-08,Flanders,65-74,F,AstraZeneca-Oxford,A,285
2021-05-08,Flanders,65-74,F,AstraZeneca-Oxford,B,3
2021-05-08,Flanders,65-74,F,Johnson&Johnson,C,16
2021-05-08,Flanders,65-74,F,Moderna,A,82
2021-05-08,Flanders,65-74,F,Moderna,B,70
2021-05-08,Flanders,65-74,F,Pfizer-BioNTech,A,781
2021-05-08,Flanders,65-74,F,Pfizer-BioNTech,B,102
2021-05-08,Flanders,65-74,M,AstraZeneca-Oxford,A,272
2021-05-08,Flanders,65-74,M,AstraZeneca-Oxford,B,4
2021-05-08,Flanders,65-74,M,Johnson&Johnson,C,29
2021-05-08,Flanders,65-74,M,Moderna,A,69
2021-05-08,Flanders,65-74,M,Moderna,B,42
2021-05-08,Flanders,65-74,M,Pfizer-BioNTech,A,767
2021-05-08,Flanders,65-74,M,Pfizer-BioNTech,B,60
2021-05-08,Flanders,75-84,F,AstraZeneca-Oxford,A,9
2021-05-08,Flanders,75-84,F,AstraZeneca-Oxford,B,2
2021-05-08,Flanders,75-84,F,Johnson&Johnson,C,47
2021-05-08,Flanders,75-84,F,Moderna,A,5
2021-05-08,Flanders,75-84,F,Moderna,B,105
2021-05-08,Flanders,75-84,F,Pfizer-BioNTech,A,63
2021-05-08,Flanders,75-84,F,Pfizer-BioNTech,B,428
2021-05-08,Flanders,75-84,M,AstraZeneca-Oxford,A,12
2021-05-08,Flanders,75-84,M,AstraZeneca-Oxford,B,2
2021-05-08,Flanders,75-84,M,Johnson&Johnson,C,24
2021-05-08,Flanders,75-84,M,Moderna,A,4
2021-05-08,Flanders,75-84,M,Moderna,B,90
2021-05-08,Flanders,75-84,M,Pfizer-BioNTech,A,37
2021-05-08,Flanders,75-84,M,Pfizer-BioNTech,B,467
2021-05-08,Flanders,85+,F,AstraZeneca-Oxford,A,13
2021-05-08,Flanders,85+,F,Johnson&Johnson,C,70
2021-05-08,Flanders,85+,F,Moderna,A,1
2021-05-08,Flanders,85+,F,Pfizer-BioNTech,A,19
2021-05-08,Flanders,85+,F,Pfizer-BioNTech,B,14
2021-05-08,Flanders,85+,M,AstraZeneca-Oxford,A,9
2021-05-08,Flanders,85+,M,Johnson&Johnson,C,35
2021-05-08,Flanders,85+,M,Moderna,A,1
2021-05-08,Flanders,85+,M,Pfizer-BioNTech,A,4
2021-05-08,Flanders,85+,M,Pfizer-BioNTech,B,19
2021-05-08,,18-24,F,Moderna,A,1
2021-05-08,,18-24,F,Pfizer-BioNTech,A,21
2021-05-08,,18-24,F,Pfizer-BioNTech,B,1
2021-05-08,,18-24,M,Pfizer-BioNTech,A,3
2021-05-08,,25-34,F,AstraZeneca-Oxford,A,4
2021-05-08,,25-34,F,Moderna,A,1
2021-05-08,,25-34,F,Pfizer-BioNTech,A,8
2021-05-08,,25-34,F,Pfizer-BioNTech,B,1
2021-05-08,,25-34,M,AstraZeneca-Oxford,A,2
2021-05-08,,25-34,M,Moderna,A,1
2021-05-08,,25-34,M,Pfizer-BioNTech,A,2
2021-05-08,,25-34,M,Pfizer-BioNTech,B,2
2021-05-08,,25-34,,AstraZeneca-Oxford,B,1
2021-05-08,,35-44,F,AstraZeneca-Oxford,A,4
2021-05-08,,35-44,F,Moderna,A,4
2021-05-08,,35-44,F,Moderna,B,1
2021-05-08,,35-44,F,Pfizer-BioNTech,A,8
2021-05-08,,35-44,F,Pfizer-BioNTech,B,3
2021-05-08,,35-44,M,AstraZeneca-Oxford,A,4
2021-05-08,,35-44,M,Johnson&Johnson,C,1
2021-05-08,,35-44,M,Moderna,A,2
2021-05-08,,35-44,M,Pfizer-BioNTech,A,7
2021-05-08,,35-44,M,Pfizer-BioNTech,B,2
2021-05-08,,45-54,F,AstraZeneca-Oxford,A,8
2021-05-08,,45-54,F,AstraZeneca-Oxford,B,1
2021-05-08,,45-54,F,Moderna,A,1
2021-05-08,,45-54,F,Moderna,B,1
2021-05-08,,45-54,F,Pfizer-BioNTech,A,21
2021-05-08,,45-54,F,Pfizer-BioNTech,B,2
2021-05-08,,45-54,M,AstraZeneca-Oxford,A,6
2021-05-08,,45-54,M,AstraZeneca-Oxford,B,2
2021-05-08,,45-54,M,Johnson&Johnson,C,1
2021-05-08,,45-54,M,Moderna,A,1
2021-05-08,,45-54,M,Pfizer-BioNTech,A,32
2021-05-08,,45-54,M,Pfizer-BioNTech,B,1
2021-05-08,,55-64,F,AstraZeneca-Oxford,A,3
2021-05-08,,55-64,F,AstraZeneca-Oxford,B,1
2021-05-08,,55-64,F,Pfizer-BioNTech,A,12
2021-05-08,,55-64,F,Pfizer-BioNTech,B,1
2021-05-08,,55-64,M,AstraZeneca-Oxford,A,3
2021-05-08,,55-64,M,Pfizer-BioNTech,A,17
2021-05-08,,55-64,M,Pfizer-BioNTech,B,3
2021-05-08,,65-74,F,Pfizer-BioNTech,A,5
2021-05-08,,65-74,F,Pfizer-BioNTech,B,4
2021-05-08,,65-74,M,AstraZeneca-Oxford,A,4
