NIS,age,number
72000,106,1
73000,0,1779
73000,1,1756
73000,2,1945
73000,3,2020
73000,4,1979
73000,5,2042
73000,6,2160
73000,7,2173
73000,8,2208
73000,9,2238
73000,10,2259
73000,11,2213
73000,12,2205
73000,13,2107
73000,14,2064
73000,15,2053
73000,16,2048
73000,17,2056
73000,18,2111
73000,19,2058
73000,20,2053
73000,21,2016
73000,22,2226
73000,23,2157
73000,24,2137
73000,25,2154
73000,26,2229
73000,27,2296
73000,28,2432
73000,29,2441
73000,30,2297
73000,31,2422
73000,32,2357
73000,33,2421
73000,34,2476
73000,35,2434
73000,36,2514
73000,37,2558
73000,38,2729
73000,39,2648
73000,40,2776
73000,41,2616
73000,42,2591
73000,43,2596
73000,44,2554
73000,45,2587
73000,46,2627
73000,47,2733
73000,48,2813
73000,49,3008
73000,50,2989
73000,51,2932
73000,52,3025
73000,53,3116
73000,54,3239
73000,55,3265
73000,56,3224
73000,57,3223
73000,58,3279
73000,59,3160
73000,60,3150
73000,61,3045
73000,62,2964
73000,63,2734
73000,64,2828
73000,65,2834
73000,66,2604
73000,67,2590
73000,68,2456
73000,69,2424
73000,70,2342
73000,71,2358
73000,72,2197
73000,73,2150
73000,74,1937
73000,75,1672
73000,76,1655
73000,77,1469
73000,78,1304
73000,79,1401
73000,80,1441
73000,81,1439
73000,82,1259
73000,83,1159
73000,84,984
73000,85,976
73000,86,871
73000,87,787
73000,88,685
73000,89,576
73000,90,439
73000,91,374
73000,92,311
73000,93,209
73000,94,155
73000,95,114
73000,96,97
73000,97,57
73000,98,21
73000,99,20
73000,100,19
73000,101,4
73000,102,5
73000,103,1
73000,105,1
73000,108,1
81000,0,683
81000,1,620
81000,2,662
81000,3,676
81000,4,653
81000,5,758
81000,6,775
81000,7,757
81000,8,780
81000,9,790
81000,10,803
81000,11,780
81000,12,784
81000,13,810
81000,14,762
81000,15,807
81000,16,767
81000,17,776
81000,18,794
81000,19,837
81000,20,723
81000,21,757
81000,22,781
81000,23,812
81000,24,847
81000,25,789
81000,26,860
81000,27,888
81000,28,928
81000,29,925
81000,30,909
81000,31,861
81000,32,827
81000,33,893
81000,34,821
81000,35,850
81000,36,844
81000,37,909
81000,38,868
81000,39,875
81000,40,853
81000,41,896
81000,42,896
81000,43,861
81000,44,940
81000,45,919
81000,46,1003
81000,47,975
81000,48,958
81000,49,908
81000,50,908
81000,51,850
81000,52,871
81000,53,877
81000,54,874
81000,55,903
81000,56,845
81000,57,828
81000,58,830
81000,59,724
81000,60,758
81000,61,677
81000,62,669
81000,63,625
81000,64,588
81000,65,611
81000,66,574
81000,67,567
81000,68,504
81000,69,520
81000,70,538
81000,71,519
81000,72,552
81000,73,496
81000,74,390
81000,75,367
81000,76,319
81000,77,319
81000,78,259
81000,79,315
81000,80,340
81000,81,340
81000,82,298
81000,83,232
81000,84,245
81000,85,265
81000,86,235
81000,87,172
81000,88,183
81000,89,178
81000,90,147
81000,91,133
81000,92,82
81000,93,63
81000,94,57
81000,95,32
81000,96,28
81000,97,17
81000,98,9
81000,99,8
81000,100,2
81000,101,2
81000,104,1
82000,0,576
82000,1,552
82000,2,545
82000,3,556
82000,4,627
82000,5,626
82000,6,602
82000,7,667
82000,8,631
82000,9,632
82000,10,621
82000,11,649
82000,12,618
82000,13,644
82000,14,609
82000,15,642
82000,16,592
82000,17,643
82000,18,618
82000,19,669
82000,20,654
82000,21,626
82000,22,654
82000,23,674
82000,24,654
82000,25,626
82000,26,669
82000,27,628
82000,28,632
82000,29,648
82000,30,702
82000,31,680
82000,32,673
82000,33,680
82000,34,628
82000,35,635
82000,36,595
82000,37,624
82000,38,647
82000,39,623
82000,40,652
82000,41,630
82000,42,642
82000,43,627
82000,44,658
82000,45,622
82000,46,632
82000,47,668
82000,48,689
82000,49,614
82000,50,654
82000,51,673
82000,52,642
82000,53,674
82000,54,726
82000,55,667
82000,56,685
82000,57,612
82000,58,696
82000,59,592
82000,60,620
82000,61,575
82000,62,596
82000,63,538
82000,64,533
82000,65,505
82000,66,515
82000,67,491
82000,68,438
82000,69,451
82000,70,441
82000,71,445
82000,72,429
82000,73,399
82000,74,290
82000,75,284
82000,76,269
82000,77,228
82000,78,221
82000,79,230
82000,80,250
82000,81,241
82000,82,220
82000,83,186
82000,84,211
82000,85,192
82000,86,165
82000,87,149
82000,88,143
82000,89,119
82000,90,90
82000,91,75
82000,92,53
82000,93,52
82000,94,34
82000,95,21
82000,96,20
82000,97,19
82000,98,5
82000,99,5
82000,100,3
82000,101,2
82000,102,1
82000,103,2
82000,105,1
83000,0,602
83000,1,538
83000,2,579
83000,3,573
83000,4,544
83000,5,605
83000,6,622
83000,7,635
83000,8,641
83000,9,641
83000,10,648
83000,11,666
83000,12,650
83000,13,629
83000,14,653
83000,15,664
83000,16,713
83000,17,678
83000,18,680
83000,19,781
83000,20,698
83000,21,740
83000,22,738
83000,23,712
83000,24,677
83000,25,655
83000,26,690
83000,27,728
83000,28,720
83000,29,686
83000,30,745
83000,31,729
83000,32,719
83000,33,711
83000,34,657
83000,35,671
83000,36,585
83000,37,721
83000,38,683
83000,39,722
83000,40,663
83000,41,631
83000,42,658
83000,43,619
83000,44,658
83000,45,663
83000,46,722
83000,47,759
83000,48,798
83000,49,779
83000,50,826
83000,51,789
83000,52,748
83000,53,809
83000,54,881
83000,55,849
83000,56,876
83000,57,820
83000,58,829
83000,59,833
83000,60,889
83000,61,817
83000,62,786
83000,63,796
83000,64,781
83000,65,763
83000,66,733
83000,67,679
83000,68,598
83000,69,602
83000,70,641
83000,71,595
83000,72,581
83000,73,554
83000,74,384
83000,75,409
83000,76,387
83000,77,357
83000,78,244
83000,79,282
83000,80,318
83000,81,301
83000,82,338
83000,83,235
83000,84,248
83000,85,240
83000,86,230
83000,87,191
83000,88,186
83000,89,173
83000,90,114
83000,91,93
83000,92,76
83000,93,54
83000,94,39
83000,95,49
83000,96,23
83000,97,21
83000,98,15
83000,99,5
83000,100,3
83000,101,2
84000,0,721
84000,1,652
84000,2,728
84000,3,703
84000,4,796
84000,5,753
84000,6,792
84000,7,823
84000,8,755
84000,9,841
84000,10,820
84000,11,867
84000,12,840
84000,13,836
84000,14,852
84000,15,833
84000,16,731
84000,17,798
84000,18,799
84000,19,804
84000,20,770
84000,21,760
84000,22,785
84000,23,738
84000,24,741
84000,25,695
84000,26,812
84000,27,849
84000,28,824
84000,29,855
84000,30,818
84000,31,856
84000,32,842
84000,33,853
84000,34,782
84000,35,844
84000,36,778
84000,37,731
84000,38,826
84000,39,835
84000,40,779
84000,41,742
84000,42,810
84000,43,769
84000,44,849
84000,45,804
84000,46,890
84000,47,853
84000,48,861
84000,49,852
84000,50,809
84000,51,782
84000,52,843
84000,53,830
84000,54,857
84000,55,942
84000,56,847
84000,57,833
84000,58,834
84000,59,857
84000,60,784
84000,61,836
84000,62,800
84000,63,780
84000,64,751
84000,65,703
84000,66,691
84000,67,721
84000,68,661
84000,69,624
84000,70,616
84000,71,646
84000,72,650
84000,73,573
84000,74,438
84000,75,425
84000,76,380
84000,77,343
84000,78,313
84000,79,331
84000,80,358
84000,81,320
84000,82,332
84000,83,324
84000,84,276
84000,85,243
84000,86,225
84000,87,228
84000,88,212
84000,89,165
84000,90,137
84000,91,118
84000,92,95
84000,93,91
84000,94,72
84000,95,41
84000,96,28
84000,97,21
84000,98,11
84000,99,11
84000,100,4
84000,101,1
84000,102,3
85000,0,580
85000,1,556
85000,2,577
85000,3,545
85000,4,635
85000,5,584
85000,6,607
85000,7,652
85000,8,706
85000,9,700
85000,10,650
85000,11,691
85000,12,776
85000,13,741
85000,14,747
85000,15,756
85000,16,724
85000,17,722
85000,18,730
85000,19,733
85000,20,660
85000,21,711
85000,22,662
85000,23,697
85000,24,652
85000,25,641
85000,26,641
85000,27,675
85000,28,646
85000,29,644
85000,30,632
85000,31,702
85000,32,699
85000,33,699
85000,34,638
85000,35,646
85000,36,662
85000,37,716
85000,38,710
85000,39,680
85000,40,693
85000,41,670
85000,42,703
85000,43,726
85000,44,700
85000,45,756
85000,46,723
85000,47,733
85000,48,760
85000,49,768
85000,50,729
85000,51,704
85000,52,729
85000,53,714
85000,54,774
85000,55,783
85000,56,718
85000,57,711
85000,58,758
85000,59,708
85000,60,750
85000,61,671
85000,62,663
85000,63,570
85000,64,578
85000,65,589
85000,66,553
85000,67,620
85000,68,563
85000,69,540
85000,70,493
85000,71,553
85000,72,520
85000,73,483
85000,74,320
85000,75,304
85000,76,250
85000,77,270
85000,78,235
85000,79,258
85000,80,328
85000,81,289
85000,82,260
85000,83,298
85000,84,244
85000,85,248
85000,86,216
85000,87,201
85000,88,192
85000,89,157
85000,90,107
85000,91,116
85000,92,82
85000,93,62
85000,94,43
85000,95,38
85000,96,27
85000,97,22
85000,98,19
85000,99,15
85000,100,5
85000,101,1
85000,103,1
91000,0,1040
91000,1,1149
91000,2,1064
91000,3,1141
91000,4,1233
91000,5,1195
91000,6,1282
91000,7,1271
91000,8,1302
91000,9,1298
91000,10,1311
91000,11,1300
91000,12,1337
91000,13,1372
91000,14,1277
91000,15,1304
91000,16,1312
91000,17,1288
91000,18,1320
91000,19,1413
91000,20,1318
91000,21,1440
91000,22,1260
91000,23,1353
91000,24,1241
91000,25,1239
91000,26,1291
91000,27,1378
91000,28,1393
91000,29,1300
91000,30,1342
91000,31,1404
91000,32,1393
91000,33,1352
91000,34,1344
91000,35,1354
91000,36,1404
91000,37,1364
91000,38,1412
91000,39,1354
91000,40,1354
91000,41,1304
91000,42,1300
91000,43,1272
91000,44,1384
91000,45,1329
91000,46,1394
91000,47,1502
91000,48,1527
91000,49,1467
91000,50,1490
91000,51,1478
91000,52,1592
91000,53,1635
91000,54,1643
91000,55,1638
91000,56,1691
91000,57,1568
91000,58,1646
91000,59,1581
91000,60,1623
91000,61,1560
91000,62,1590
91000,63,1440
91000,64,1409
91000,65,1402
91000,66,1355
91000,67,1337
91000,68,1297
91000,69,1183
91000,70,1298
91000,71,1245
91000,72,1176
91000,73,1164
91000,74,839
91000,75,778
91000,76,740
91000,77,635
91000,78,621
91000,79,611
91000,80,684
91000,81,663
91000,82,614
91000,83,577
91000,84,505
91000,85,478
91000,86,405
91000,87,395
91000,88,353
91000,89,299
91000,90,260
91000,91,195
91000,92,178
91000,93,138
91000,94,86
91000,95,72
91000,96,47
91000,97,34
91000,98,25
91000,99,17
91000,100,7
91000,101,6
91000,102,2
91000,103,2
91000,107,1
92000,0,3104
92000,1,3147
92000,2,3209
92000,3,3404
92000,4,3444
92000,5,3493
92000,6,3584
92000,7,3671
92000,8,3798
92000,9,3742
92000,10,3821
92000,11,3819
92000,12,3824
92000,13,3805
92000,14,3747
92000,15,3833
92000,16,3798
92000,17,3689
92000,18,3823
92000,19,3955
92000,20,3959
92000,21,3946
92000,22,4022
92000,23,3987
92000,24,3830
92000,25,4001
92000,26,3985
92000,27,4263
92000,28,4165
92000,29,4285
92000,30,4364
92000,31,4329
92000,32,4125
92000,33,4183
92000,34,4124
92000,35,4090
92000,36,4100
92000,37,4105
92000,38,4162
92000,39,4288
92000,40,4099
92000,41,4061
92000,42,4142
92000,43,4048
92000,44,3975
92000,45,4253
92000,46,4260
92000,47,4320
92000,48,4331
92000,49,4325
92000,50,4237
92000,51,4141
92000,52,4248
92000,53,4247
92000,54,4309
92000,55,4509
92000,56,4331
92000,57,4315
92000,58,4401
92000,59,4236
92000,60,4154
92000,61,4026
92000,62,3944
92000,63,3896
92000,64,3758
92000,65,3680
92000,66,3721
92000,67,3658
92000,68,3391
92000,69,3562
92000,70,3343
92000,71,3473
92000,72,3341
92000,73,3121
92000,74,2293
92000,75,2034
92000,76,1883
92000,77,1644
92000,78,1572
92000,79,1720
92000,80,1805
92000,81,1709
92000,82,1569
92000,83,1481
92000,84,1312
92000,85,1241
92000,86,1136
92000,87,1095
92000,88,965
92000,89,861
92000,90,655
92000,91,578
92000,92,444
92000,93,392
92000,94,307
92000,95,208
92000,96,153
92000,97,122
92000,98,72
92000,99,44
92000,100,21
92000,101,16
92000,102,6
92000,103,4
92000,104,3
92000,105,6
92000,110,1
93000,0,631
93000,1,611
93000,2,595
93000,3,567
93000,4,634
93000,5,699
93000,6,700
93000,7,715
93000,8,706
93000,9,742
93000,10,748
93000,11,768
93000,12,763
93000,13,787
93000,14,781
93000,15,752
93000,16,779
93000,17,763
93000,18,825
93000,19,854
93000,20,744
93000,21,781
93000,22,760
93000,23,790
93000,24,732
93000,25,727
93000,26,667
93000,27,764
93000,28,789
93000,29,836
93000,30,793
93000,31,820
93000,32,843
93000,33,803
93000,34,775
93000,35,767
93000,36,770
93000,37,792
93000,38,771
93000,39,769
93000,40,761
93000,41,731
93000,42,754
93000,43,819
93000,44,780
93000,45,870
93000,46,913
93000,47,956
93000,48,964
93000,49,965
93000,50,890
93000,51,965
93000,52,978
93000,53,952
93000,54,991
93000,55,1052
93000,56,1032
93000,57,1016
93000,58,989
93000,59,1040
93000,60,960
93000,61,945
93000,62,915
93000,63,917
93000,64,862
93000,65,856
93000,66,809
93000,67,780
93000,68,857
93000,69,797
93000,70,811
93000,71,822
93000,72,749
93000,73,714
93000,74,503
93000,75,538
93000,76,476
93000,77,390
93000,78,376
93000,79,407
93000,80,422
93000,81,384
93000,82,330
93000,83,306
93000,84,286
93000,85,297
93000,86,232
93000,87,250
93000,88,218
93000,89,182
93000,90,141
93000,91,123
93000,92,89
93000,93,73
93000,94,49
93000,95,37
93000,96,27
93000,97,19
93000,98,18
93000,99,8
93000,100,2
93000,101,2
93000,103,4
93000,104,1
